algorithm,twenty,fourty,sixty,eighty,hundred,time
ssl3-sha1,176,222,186,195,221,0.0015387540000010632
md5WithRSAEncryption,193,219,196,201,191,0.0016242349999970429
sha1WithRSAEncryption,242,194,207,193,164,0.0016276259999935974
sha1,189,185,214,209,203,0.0016374450000034813
rmd160,209,188,211,189,203,0.001656600000000708
ssl3-md5,195,201,190,226,188,0.0017047160000056465
RSA-SHA1-2,198,198,217,182,205,0.0017114669999964464
md5,208,192,212,192,196,0.0017481809999922006
blake2s256,174,188,211,213,214,0.0017486950000015894
sha224WithRSAEncryption,232,212,191,173,192,0.0017572650000079193
ripemd160WithRSA,211,199,177,215,198,0.0017765940000062984
RSA-SHA1,216,187,197,209,191,0.001789869999993698
RSA-SHA224,213,190,182,212,203,0.0018000189999997928
RSA-MD5,206,216,193,192,193,0.0018418630000032862
ripemd160,207,189,204,204,196,0.001844170999994276
sha512-224,191,197,195,204,213,0.0018455290000019887
RSA-SHA256,181,188,210,213,208,0.0018538009999983843
sha256,203,189,193,223,192,0.001870288000005985
ripemd,199,214,212,185,190,0.0018790809999959493
RSA-SHA512/256,201,177,204,198,220,0.0018804919999975027
sha512-224WithRSAEncryption,208,219,212,179,182,0.001895158999996056
RSA-SHA512/224,213,188,184,212,203,0.0019511619999975664
sha512-256,208,213,179,201,199,0.001963258999991922
sha256WithRSAEncryption,184,221,206,186,203,0.0020054509999949915
sha384,195,214,176,200,215,0.0020116119999970578
md5-sha1,202,208,192,207,191,0.0020271009999919443
sha224,200,211,185,204,200,0.002028726000005463
RSA-RIPEMD160,197,198,195,218,192,0.0020338980000037736
RSA-SHA384,195,201,198,209,197,0.0020701779999999417
id-rsassa-pkcs1-v1_5-with-sha3-224,207,204,189,211,189,0.002103344999992714
RSA-SHA3-256,208,191,198,196,207,0.00211125199998969
id-rsassa-pkcs1-v1_5-with-sha3-384,176,200,223,216,185,0.0021310790000075032
id-rsassa-pkcs1-v1_5-with-sha3-256,195,213,210,170,212,0.002155751999996028
sm3WithRSAEncryption,210,206,192,192,200,0.002161883999989186
sha384WithRSAEncryption,207,206,197,186,204,0.0021650369999911163
sha3-224,182,210,202,198,208,0.0021713719999943352
sha512-256WithRSAEncryption,192,217,200,183,208,0.002172901000003094
sha512WithRSAEncryption,211,196,203,183,207,0.0021814239999903293
RSA-SHA3-384,203,197,194,205,201,0.002213080000001355
sm3,193,222,190,199,196,0.002216564000006656
sha3-384,222,202,196,197,183,0.0022445439999933116
blake2b512,187,224,208,171,210,0.0022924789999942733
shake128,215,184,217,198,186,0.002311280000001716
shake256,199,181,206,202,212,0.00231287599998268
RSA-SM3,182,199,212,216,191,0.002335191000008763
sha3-256,196,185,223,196,200,0.002339157999997042
RSA-SHA3-224,232,193,176,198,201,0.002384378999999626
sha3-512,189,214,211,197,189,0.002401381999988189
RSA-SHA512,204,212,193,199,192,0.002423569000003681
RSA-SHA3-512,165,207,196,194,238,0.002468417999999929
sha512,205,195,199,195,206,0.002734272000007877
id-rsassa-pkcs1-v1_5-with-sha3-512,229,191,193,189,198,0.002874004000005698
