algorithm,twenty,fourty,sixty,eighty,hundred,time
gb64,105,114,100,85,96,0.000722792000001391
custom,108,92,97,96,107,0.000962136000002829
graham,92,106,103,97,102,0.001231110000010176
djb2,104,88,110,100,98,0.0014575500000005377
fnv1a,94,113,98,107,88,0.001538927999995849
sha1WithRSAEncryption,88,108,96,112,96,0.0016366800000041622
RSA-MD5,100,92,104,109,95,0.0016995780000061131
ssl3-md5,96,86,112,97,109,0.0017091560000021672
ssl3-sha1,104,110,90,94,102,0.0017717260000063107
sha1,106,102,97,106,89,0.0018044779999981983
md5WithRSAEncryption,107,104,84,117,88,0.0018066680000001724
md5,102,101,95,99,103,0.0019086140000044906
RSA-SHA1-2,92,101,106,98,103,0.0019380039999969086
sha256WithRSAEncryption,84,121,102,96,97,0.0019416540000042914
RSA-SHA512/224,106,98,101,88,107,0.0019682360000042535
sha224WithRSAEncryption,102,93,92,126,87,0.0020087859999966895
RSA-SHA384,100,104,99,105,92,0.002063979999997173
shake128,100,105,105,88,102,0.002071892000000389
ripemd160,97,99,105,89,110,0.0021025820000068053
ripemd160WithRSA,101,104,103,94,98,0.002106609999997545
RSA-SHA224,106,94,106,95,99,0.00214180000000124
sm3,105,92,112,86,105,0.0021575779999930093
sha512-256WithRSAEncryption,97,116,98,102,87,0.002159512000001996
ripemd,102,123,80,93,102,0.0021767419999887353
shake256,98,96,101,97,108,0.0021961600000036012
sha512-224,103,97,111,98,91,0.002203143999999611
RSA-SHA3-256,109,104,92,93,102,0.002227748000005249
md5-sha1,97,93,103,110,97,0.0022292419999985214
sha224,108,86,97,101,108,0.0022324860000057923
RSA-SHA3-384,97,106,102,99,96,0.0022539039999987837
sha3-256,89,114,116,95,86,0.002264377999996668
RSA-SHA256,95,94,92,115,104,0.002268542000000252
sha512,89,100,103,110,98,0.002293577999998888
RSA-SHA512,97,115,90,107,91,0.002326763999992636
sha256,99,86,101,122,92,0.0023337040000014895
sm3WithRSAEncryption,91,94,109,98,108,0.0023777460000019347
sha512-256,100,93,104,115,88,0.0023818739999987883
sha512WithRSAEncryption,92,105,99,101,103,0.0024131120000006378
RSA-SHA1,96,103,90,110,101,0.0024384000000018204
sha3-384,78,102,101,112,107,0.0025002000000022236
RSA-SM3,89,93,106,114,98,0.0025045539999964603
RSA-RIPEMD160,117,100,83,97,103,0.0025097120000045835
RSA-SHA3-512,105,108,104,93,90,0.0025377719999983128
blake2s256,124,96,99,82,99,0.0026108400000071016
id-rsassa-pkcs1-v1_5-with-sha3-256,95,104,116,87,98,0.0026137579999985974
sha3-224,98,105,93,106,98,0.0027188939999991816
id-rsassa-pkcs1-v1_5-with-sha3-384,103,106,103,98,90,0.0027193699999970705
sha3-512,97,95,106,109,93,0.002723317999998926
sha384,96,102,100,112,90,0.002785947999995642
id-rsassa-pkcs1-v1_5-with-sha3-512,90,113,95,100,102,0.00283360800000537
sha512-224WithRSAEncryption,88,95,113,97,107,0.002866914000000179
RSA-SHA512/256,90,96,107,110,97,0.0028821839999973236
sha384WithRSAEncryption,88,115,99,101,97,0.0029934599999915006
RSA-SHA3-224,87,93,100,110,110,0.0030435639999932393
blake2b512,108,111,102,82,97,0.0031713039999985994
id-rsassa-pkcs1-v1_5-with-sha3-224,116,89,95,98,102,0.003551439999997456
rmd160,84,99,95,115,107,0.009238987999993696
gb32,98,105,94,106,97,0.011138904000006732
